bldgid,district,boro,school,programcategory,source,geom,cd,school_district
X600,78X,X,ALFRED E. SMITH HS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E61000004A60BA71E07A52C033DBFC57C9684440,201,7
X600,78X,X,ALFRED E. SMITH HS,Lighting Fixtures,sca_cp_cancelled_projects,0101000020E61000004A60BA71E07A52C033DBFC57C9684440,201,7
X600,78X,X,ALFRED E. SMITH HS,Student Toilets,sca_cp_added_projects,0101000020E61000004A60BA71E07A52C033DBFC57C9684440,201,7
X600,78X,X,ALFRED E. SMITH HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000004A60BA71E07A52C033DBFC57C9684440,201,7
X600,78X,X,ALFRED E. SMITH HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000004A60BA71E07A52C033DBFC57C9684440,201,7
X029,7,X,P.S. 29,Exterior Masonry,sca_cp_added_projects,0101000020E61000009D502097A67A52C06866D02128694440,201,7
X029,7,X,P.S. 29,Flood Elimination,sca_cp_added_projects,0101000020E61000009D502097A67A52C06866D02128694440,201,7
X029,7,X,P.S. 29,Parapets,sca_cp_added_projects,0101000020E61000009D502097A67A52C06866D02128694440,201,7
X127,11,X,I.S. 127,Electrical Systems,sca_cp_added_projects,0101000020E6100000C22910DC9A7652C0C1C097855C6B4440,209,11
X127,11,X,I.S. 127,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000C22910DC9A7652C0C1C097855C6B4440,209,11
X127,11,X,I.S. 127,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000C22910DC9A7652C0C1C097855C6B4440,209,11
X127,11,X,I.S. 127,Heating Plant Upgrade,sca_cp_advanced_projects,0101000020E6100000C22910DC9A7652C0C1C097855C6B4440,209,11
X127,11,X,I.S. 127,Accessibility,sca_cp_added_projects,0101000020E6100000C22910DC9A7652C0C1C097855C6B4440,209,11
X121,11,X,P.S. 121,Student Toilets,sca_cp_added_projects,0101000020E6100000BE3559D36E7652C0301FBE19E96E4440,211,11
X121,11,X,P.S. 121,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000BE3559D36E7652C0301FBE19E96E4440,211,11
X121,11,X,P.S. 121,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000BE3559D36E7652C0301FBE19E96E4440,211,11
X235,9,X,P.S./I.S. 218,Domestic Piping,sca_cp_cancelled_projects,0101000020E61000002C51218CDA7A52C04719EC69F76A4440,204,9
X235,9,X,P.S./I.S. 218,Lighting Fixtures,sca_cp_added_projects,0101000020E61000002C51218CDA7A52C04719EC69F76A4440,204,9
X235,9,X,P.S./I.S. 218,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000002C51218CDA7A52C04719EC69F76A4440,204,9
X235,9,X,P.S./I.S. 218,Domestic Piping,sca_cp_added_projects,0101000020E61000002C51218CDA7A52C04719EC69F76A4440,204,9
X235,9,X,P.S./I.S. 218,Accessibility,sca_cp_added_projects,0101000020E61000002C51218CDA7A52C04719EC69F76A4440,204,9
X235,9,X,P.S./I.S. 218,Domestic Piping,sca_cp_added_projects,0101000020E61000002C51218CDA7A52C04719EC69F76A4440,204,9
X160,11,X,P.S. 160,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000001AB758C8B97452C0294FAF50996E4440,210,11
X085,10,X,P.S. 85,Roofs,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Parapets,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Flood Elimination,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Student Toilets,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Safety Systems,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X085,10,X,P.S. 85,Playgrounds,sca_cp_added_projects,0101000020E6100000E133FA2D427952C08ADDA330E96D4440,205,10
X087,11,X,P.S. 87,Electrical Systems,sca_cp_added_projects,0101000020E6100000EA6178FD277652C0F407CD25A8724440,212,11
X087,11,X,P.S. 87,Student Toilets,sca_cp_added_projects,0101000020E6100000EA6178FD277652C0F407CD25A8724440,212,11
X087,11,X,P.S. 87,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000EA6178FD277652C0F407CD25A8724440,212,11
X143,10,X,I.S. 143,Exterior Masonry,sca_cp_added_projects,0101000020E6100000D45B73D1B37952C09C312A8D11704440,208,10
X143,10,X,I.S. 143,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000D45B73D1B37952C09C312A8D11704440,208,10
X143,10,X,I.S. 143,Roofs,sca_cp_added_projects,0101000020E6100000D45B73D1B37952C09C312A8D11704440,208,10
X143,10,X,I.S. 143,Student Toilets,sca_cp_added_projects,0101000020E6100000D45B73D1B37952C09C312A8D11704440,208,10
X143,10,X,I.S. 143,Flood Elimination,sca_cp_added_projects,0101000020E6100000D45B73D1B37952C09C312A8D11704440,208,10
X169,11,X,THE WILLIE ELLA PASCHAL BOWMAN CAMPUS,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000005D8CA780B87552C0B475FFE3CF704440,212,11
X005,7,X,P.S. 5,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000003B462783227A52C0DAD36D382D684440,201,7
X082,9,X,I.S. 232,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000009551B0A4947A52C03B57FB33B86C4440,205,9
X082,9,X,I.S. 232,Domestic Piping,sca_cp_added_projects,0101000020E61000009551B0A4947A52C03B57FB33B86C4440,205,9
X082,9,X,I.S. 232,Flood Elimination,sca_cp_added_projects,0101000020E61000009551B0A4947A52C03B57FB33B86C4440,205,9
X082,9,X,I.S. 232,Student Toilets,sca_cp_added_projects,0101000020E61000009551B0A4947A52C03B57FB33B86C4440,205,9
X082,9,X,I.S. 232,Student Toilets ,sca_cp_cancelled_projects,0101000020E61000009551B0A4947A52C03B57FB33B86C4440,205,9
X368,10,X,M.S./H.S. 368,Exterior Masonry,sca_cp_added_projects,0101000020E610000043506B7F7F7A52C016626B755F704440,208,10
X368,10,X,M.S./H.S. 368,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000043506B7F7F7A52C016626B755F704440,208,10
X037,10,X,P.S. 37,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000043506B7F7F7A52C016626B755F704440,208,10
X037,10,X,P.S. 37,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E610000043506B7F7F7A52C016626B755F704440,208,10
X037,10,X,P.S. 37,Flood Elimination,sca_cp_added_projects,0101000020E610000043506B7F7F7A52C016626B755F704440,208,10
X445,78X,X,BRONX HS OF SCIENCE,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X445,78X,X,BRONX HS OF SCIENCE,Lighting Fixtures,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X445,78X,X,BRONX HS OF SCIENCE,Lighting Fixtures,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X445,78X,X,BRONX HS OF SCIENCE,Parapets,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X445,78X,X,BRONX HS OF SCIENCE,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Roofs,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Lighting Fixtures,sca_cp_cancelled_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Elevators and Escalators,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Exterior Masonry,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Flood Elimination,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Lighting Fixtures,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Parapets,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X440,78X,X,DEWITT CLINTON HS,Student Toilets,sca_cp_added_projects,0101000020E610000071AB4473E47852C05B35D6D29F704440,207,10
X161,7,X,P.S. 161,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000F6981F7DEF7952C0D213DE4E39684440,201,7
X161,7,X,P.S. 161,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000F6981F7DEF7952C0D213DE4E39684440,201,7
X161,7,X,P.S. 161,Heating Plant Upgrade,sca_cp_advanced_projects,0101000020E6100000F6981F7DEF7952C0D213DE4E39684440,201,7
X161,7,X,P.S. 161,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000F6981F7DEF7952C0D213DE4E39684440,201,7
X073,9,X,P.S. 73,Flood Elimination,sca_cp_added_projects,0101000020E6100000603FA9164A7B52C06B4E231A936A4440,204,9
X073,9,X,P.S. 73,Exterior Masonry,sca_cp_added_projects,0101000020E6100000603FA9164A7B52C06B4E231A936A4440,204,9
X073,9,X,P.S. 73,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000603FA9164A7B52C06B4E231A936A4440,204,9
X073,9,X,P.S. 73,Student Toilets,sca_cp_added_projects,0101000020E6100000603FA9164A7B52C06B4E231A936A4440,204,9
X073,9,X,P.S. 73,Parapets,sca_cp_added_projects,0101000020E6100000603FA9164A7B52C06B4E231A936A4440,204,9
X425,78X,X,EVANDER CHILDS HS,Ventilation,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X425,78X,X,EVANDER CHILDS HS,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X425,78X,X,EVANDER CHILDS HS,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X425,78X,X,EVANDER CHILDS HS,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X425,78X,X,EVANDER CHILDS HS,Student Toilets,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X425,78X,X,EVANDER CHILDS HS,Accessibility,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X425,78X,X,EVANDER CHILDS HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000B5D03D16267752C0089D576605704440,212,11
X415,78X,X,CHRISTOPHER COLUMBUS HS,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000259A6545167752C06B31F305236E4440,211,11
X415,78X,X,CHRISTOPHER COLUMBUS HS,Electrical Systems,sca_cp_added_projects,0101000020E6100000259A6545167752C06B31F305236E4440,211,11
X415,78X,X,CHRISTOPHER COLUMBUS HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000259A6545167752C06B31F305236E4440,211,11
X415,78X,X,CHRISTOPHER COLUMBUS HS,Parapets,sca_cp_added_projects,0101000020E6100000259A6545167752C06B31F305236E4440,211,11
X415,78X,X,CHRISTOPHER COLUMBUS HS,Student Toilets,sca_cp_added_projects,0101000020E6100000259A6545167752C06B31F305236E4440,211,11
X415,78X,X,CHRISTOPHER COLUMBUS HS,Exterior Masonry,sca_cp_added_projects,0101000020E6100000259A6545167752C06B31F305236E4440,211,11
X102,12,X,P.S. 102,Roofs,sca_cp_added_projects,0101000020E6100000382F00666D7752C0226705074B6B4440,209,12
X102,12,X,P.S. 102,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000382F00666D7752C0226705074B6B4440,209,12
X102,12,X,P.S. 102,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000382F00666D7752C0226705074B6B4440,209,12
X102,12,X,P.S. 102,Accessibility,sca_cp_added_projects,0101000020E6100000382F00666D7752C0226705074B6B4440,209,12
X055,9,X,P.S. 55,Student Toilets,sca_cp_added_projects,0101000020E6100000BC393616EB7952C0E5C74E06006B4440,203,9
X055,9,X,P.S. 55,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000BC393616EB7952C0E5C74E06006B4440,203,9
X114,9,X,P.S. 114,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000BDE2E8B0177B52C028185EA0E36A4440,204,9
X114,9,X,P.S. 114,Student Toilets,sca_cp_added_projects,0101000020E6100000BDE2E8B0177B52C028185EA0E36A4440,204,9
X075,8,X,P.S. 75,Playgrounds,sca_cp_cancelled_projects,0101000020E6100000FF43CACCE47852C0C04F403B42694440,202,8
X075,8,X,P.S. 75,Playground Redevelopment,sca_cp_added_projects,0101000020E6100000FF43CACCE47852C0C04F403B42694440,202,8
X075,8,X,P.S. 75,Interior Spaces,sca_cp_added_projects,0101000020E6100000FF43CACCE47852C0C04F403B42694440,202,8
X075,8,X,P.S. 75,Playgrounds,sca_cp_added_projects,0101000020E6100000FF43CACCE47852C0C04F403B42694440,202,8
X011,9,X,P.S. 11,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000B3DC14A0427B52C01A79759D7D6B4440,204,9
X011,9,X,P.S. 11,Student Toilets,sca_cp_added_projects,0101000020E6100000B3DC14A0427B52C01A79759D7D6B4440,204,9
X011,9,X,P.S. 11,Electrical Systems,sca_cp_added_projects,0101000020E6100000B3DC14A0427B52C01A79759D7D6B4440,204,9
X113,11,X,I.S. 113,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000D000AC570C7752C084B9F11DB9704440,212,11
X113,11,X,I.S. 113,Student Toilets,sca_cp_added_projects,0101000020E6100000D000AC570C7752C084B9F11DB9704440,212,11
X113,11,X,I.S. 113,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000D000AC570C7752C084B9F11DB9704440,212,11
X113,11,X,I.S. 113,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000D000AC570C7752C084B9F11DB9704440,212,11
X083,11,X,P.S. 83,Domestic Piping,sca_cp_added_projects,0101000020E6100000895E9F0BF67652C04A11C8D5B16C4440,211,11
X083,11,X,P.S. 83,Heating Plant Upgrade,sca_cp_cancelled_projects,0101000020E6100000895E9F0BF67652C04A11C8D5B16C4440,211,11
X083,11,X,P.S. 83,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000895E9F0BF67652C04A11C8D5B16C4440,211,11
X083,11,X,P.S. 83,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000895E9F0BF67652C04A11C8D5B16C4440,211,11
X083,11,X,P.S. 83,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000895E9F0BF67652C04A11C8D5B16C4440,211,11
X083,11,X,P.S. 83,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000895E9F0BF67652C04A11C8D5B16C4440,211,11
X120,8,X,I.S. 301,Electrical Systems,sca_cp_added_projects,0101000020E61000003BD7E50B087A52C081F50FD840694440,203,8
X120,8,X,I.S. 301,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000003BD7E50B087A52C081F50FD840694440,203,8
X092,12,X,P.S. 92,Parapets,sca_cp_added_projects,0101000020E6100000F7DA0B5EEF7852C07F6856AB516C4440,206,12
X092,12,X,P.S. 92,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000F7DA0B5EEF7852C07F6856AB516C4440,206,12
X030,7,X,P.S. 30,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000EBECB41FB77A52C0249582418E674440,201,7
X030,7,X,P.S. 30,Electrical Systems,sca_cp_added_projects,0101000020E6100000EBECB41FB77A52C0249582418E674440,201,7
X030,7,X,P.S. 30,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000EBECB41FB77A52C0249582418E674440,201,7
X142,11,X,I.S. 142,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000A30ECE59C37552C0DD7A2CDD76714440,212,11
X142,11,X,I.S. 142,Flood Elimination,sca_cp_added_projects,0101000020E6100000A30ECE59C37552C0DD7A2CDD76714440,212,11
X142,11,X,I.S. 142,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000A30ECE59C37552C0DD7A2CDD76714440,212,11
X008,10,X,P.S. 8,Electrical Systems,sca_cp_added_projects,0101000020E61000009888E28B877852C0588E0976A76F4440,207,10
X392,78X,X,THE CASITA MARIA CENTER FOR ARTS AND EDUCATION,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000E2E3B351267952C07792A07C02694440,202,8
X170,9,X,P.S. 170 (ECC),New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E6100000BC8FF0BD727A52C0D0061138146C4440,204,9
X170,9,X,P.S. 170 (ECC),Classroom Connectivity,sca_cp_added_projects,0101000020E6100000BC8FF0BD727A52C0D0061138146C4440,204,9
X003,10,X,P.S. 3,Ventilation,sca_cp_added_projects,0101000020E61000005F211699107952C06A063FD1D16C4440,206,10
X003,10,X,P.S. 3,Roofs,sca_cp_added_projects,0101000020E61000005F211699107952C06A063FD1D16C4440,206,10
X003,10,X,P.S. 3,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000005F211699107952C06A063FD1D16C4440,206,10
X003,10,X,P.S. 3,Paved Area-Concrete,sca_cp_added_projects,0101000020E61000005F211699107952C06A063FD1D16C4440,206,10
X401,78X,X,BRONX REGIONAL HS (OLD 133),Student Toilets,sca_cp_added_projects,0101000020E6100000056B38B57E7952C03067E82A5C694440,202,12
X211,78X,X,P.U.L.S.E. HS,Electrical Systems,sca_cp_added_projects,0101000020E6100000AE7A1F21337952C0A9898AB6976C4440,206,10
X211,78X,X,P.U.L.S.E. HS,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000AE7A1F21337952C0A9898AB6976C4440,206,10
X071,8,X,P.S. 71,Student Toilets,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Parapets,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Student Toilets ,sca_cp_cancelled_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Roofs,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Student Toilets,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Exterior Masonry,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Flood Elimination,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X071,8,X,P.S. 71,Lighting Fixtures,sca_cp_added_projects,0101000020E610000046E11891177552C070F13361356C4440,210,8
X362,78X,X,I.S./H.S. 362,Accessibility,sca_cp_added_projects,0101000020E61000008210D858927652C05038D323B1714440,212,11
X790,78X,X,MOTT HAVEN EDUCATIONAL CAMPUS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E6100000FE8311DE0F7B52C0EE855FD92E694440,204,7
X117,9,X,I.S. 117,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000C2835A672D7A52C032163D539D6C4440,205,9
X117,9,X,I.S. 117,Student Toilets,sca_cp_added_projects,0101000020E6100000C2835A672D7A52C032163D539D6C4440,205,9
X018,7,X,P.S. 18,Student Toilets,sca_cp_added_projects,0101000020E61000003685925C0E7B52C0A10C178F7A684440,201,7
X016,11,X,P.S. 16,Low-Voltage Electrical Systems,sca_cp_added_projects,0101000020E61000006824FFC2AB7652C0C342F2E67E734440,212,11
X016,11,X,P.S. 16,Lighting Fixtures,sca_cp_added_projects,0101000020E61000006824FFC2AB7652C0C342F2E67E734440,212,11
X016,11,X,P.S. 16,Flood Elimination,sca_cp_added_projects,0101000020E61000006824FFC2AB7652C0C342F2E67E734440,212,11
X016,11,X,P.S. 16,Paved Area-Concrete,sca_cp_added_projects,0101000020E61000006824FFC2AB7652C0C342F2E67E734440,212,11
X016,11,X,P.S. 16,Student Toilets,sca_cp_added_projects,0101000020E61000006824FFC2AB7652C0C342F2E67E734440,212,11
X306,10,X,P.S. 306,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000005ABBCD804D7A52C08F68CE40F26C4440,205,10
X138,8,X,P.S. 138,Auditorium  Upgrade,sca_cp_added_projects,0101000020E610000023D99A199A7652C0843DF6C140694440,209,8
X135,11,X,I.S. 135,Interior Spaces,sca_cp_added_projects,0101000020E61000001A96521D5C7752C0B043783B5D6E4440,211,11
X135,11,X,I.S. 135,Electrical Systems,sca_cp_added_projects,0101000020E61000001A96521D5C7752C0B043783B5D6E4440,211,11
X135,11,X,I.S. 135,Student Toilets,sca_cp_added_projects,0101000020E61000001A96521D5C7752C0B043783B5D6E4440,211,11
X135,11,X,I.S. 135,Heating Plant Upgrade,sca_cp_added_projects,0101000020E61000001A96521D5C7752C0B043783B5D6E4440,211,11
X107,8,X,P.S. 107,Student Toilets,sca_cp_added_projects,0101000020E6100000875CCC65997752C0B0A3AD35DC684440,209,8
X107,8,X,P.S. 107,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000875CCC65997752C0B0A3AD35DC684440,209,8
X107,8,X,P.S. 107,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000875CCC65997752C0B0A3AD35DC684440,209,8
X112,11,X,P.S. 112,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000C6D64D5A057652C0C352A8A442714440,212,11
X112,11,X,P.S. 112,Electrical Systems,sca_cp_added_projects,0101000020E6100000C6D64D5A057652C0C352A8A442714440,212,11
X125,8,X,I.S. 125,Lighting Fixtures,sca_cp_added_projects,0101000020E6100000601555B5E77652C02178EA86216A4440,209,8
X125,8,X,I.S. 125,Student Toilets,sca_cp_added_projects,0101000020E6100000601555B5E77652C02178EA86216A4440,209,8
X049,7,X,P.S. 49,Classroom Connectivity,sca_cp_added_projects,0101000020E6100000D3340C650D7B52C0891B7458BA674440,201,7
X049,7,X,P.S. 49,Student Toilets,sca_cp_added_projects,0101000020E6100000D3340C650D7B52C0891B7458BA674440,201,7
X435,78X,X,THEODORE ROOSEVELT HS,Student Toilets,sca_cp_added_projects,0101000020E61000002B308636DF7852C07D23E600036E4440,206,10
X435,78X,X,THEODORE ROOSEVELT HS,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E61000002B308636DF7852C07D23E600036E4440,206,10
X072,8,X,P.S. 72,Heating Plant Upgrade,sca_cp_added_projects,0101000020E610000046252DEB5C7452C064EB713C60694440,210,8
X072,8,X,P.S. 72,New/Retrofit Telephone/Intercom System,sca_cp_added_projects,0101000020E610000046252DEB5C7452C064EB713C60694440,210,8
X072,8,X,P.S. 72,IP Digital Video Surveillance System,sca_cp_added_projects,0101000020E610000046252DEB5C7452C064EB713C60694440,210,8
X079,10,X,P.S. 79,Cafeteria / Multipurpose Room Upgrade,sca_cp_added_projects,0101000020E6100000EFDB1A3DCD7952C04FAEDB0C7B6D4440,205,10
X079,10,X,P.S. 79,Exterior Masonry,sca_cp_added_projects,0101000020E6100000EFDB1A3DCD7952C04FAEDB0C7B6D4440,205,10
X079,10,X,P.S. 79,Heating Plant Upgrade,sca_cp_added_projects,0101000020E6100000EFDB1A3DCD7952C04FAEDB0C7B6D4440,205,10
X076,11,X,P.S. 76,Playground Redevelopment,sca_cp_added_projects,0101000020E61000000CD7A1A21A7752C0703A9C32396F4440,211,11
